,id_rot_mem_fbk,id_rot_mem_fbk_rotacao,id_rot_mem_fbk_feedback,id_rot_mem_fbk_membro,cargo_rot_mem_fbk
220,55548e12-df0a-479e-80c3-003362c9f659,2871c0b1-1b0a-4793-95c4-5e4ffa6b12a4,,9,Diretor
221,b496117a-209b-4be5-adde-4eb91efce198,2871c0b1-1b0a-4793-95c4-5e4ffa6b12a4,,118,Líder
222,4da1c0a2-5715-4285-ab40-b6852e1b7b0d,2871c0b1-1b0a-4793-95c4-5e4ffa6b12a4,,67,Membro
223,38a9a54a-7e6f-4e03-8d68-841c28d986e4,2871c0b1-1b0a-4793-95c4-5e4ffa6b12a4,,77,Membro
224,68cc3662-0cdf-4799-b281-8e021975e377,2871c0b1-1b0a-4793-95c4-5e4ffa6b12a4,,96,Membro
225,1f197394-39d3-4c20-afd2-2707300437ae,2871c0b1-1b0a-4793-95c4-5e4ffa6b12a4,,72,Membro
226,583ec061-e1f2-41be-a70e-a94a3b4a3a29,f69e63de-b911-4098-b210-6c2d7e0102b2,,102,Diretor
227,34a702f3-1278-470f-add6-faad69fd12f7,f69e63de-b911-4098-b210-6c2d7e0102b2,,54,Líder
228,569531ae-7edb-49bc-a2ec-8624153f6c57,f69e63de-b911-4098-b210-6c2d7e0102b2,,129,Membro
229,6b9d1eb4-4459-4ff7-a94b-b458ff6c7a57,f69e63de-b911-4098-b210-6c2d7e0102b2,,57,Membro
230,bfd58919-0a78-4bb0-b0f2-4e423bea363b,f69e63de-b911-4098-b210-6c2d7e0102b2,,59,Membro
231,7de4f820-7ea5-45f5-8479-5ed9bfc818fa,f69e63de-b911-4098-b210-6c2d7e0102b2,,63,Membro
232,41d742b3-6fda-42ac-be02-c08e0d7d1d10,c63f2e21-3270-492a-85ce-2924c3365622,,76,Diretor
233,91c99061-c029-41e7-9da6-7ab2c167031c,c63f2e21-3270-492a-85ce-2924c3365622,,135,Líder
234,38eba7ae-4919-427d-ae8a-5e06e93208b1,c63f2e21-3270-492a-85ce-2924c3365622,,cecbee6b-109c-40f5-8516-cc9d719ab7f1,Membro
235,e2c6c843-9fe2-4ef2-baf5-ede7021172a5,c63f2e21-3270-492a-85ce-2924c3365622,,75,Membro
236,ccd6ffff-d841-470c-9f28-78b2c89825c7,c63f2e21-3270-492a-85ce-2924c3365622,,56032f6b-d54d-46b9-9c52-706a16efe043,Membro
237,5e0bbd2c-9bfa-495d-bd01-9a3e19925fb9,c63f2e21-3270-492a-85ce-2924c3365622,,3bcb3d10-665d-482f-8783-fbce438b4c23,Membro
238,c925b102-0e7d-46e8-8aa7-0adc72d31eed,f984f1f4-4672-45dd-9461-8e519b5717c1,,9,Diretor
239,f352cd19-8224-419c-9792-a3075f19e237,f984f1f4-4672-45dd-9461-8e519b5717c1,,85,Líder
240,e54bd50f-d26b-4231-beb9-d4bcd248cf2d,f984f1f4-4672-45dd-9461-8e519b5717c1,,88fee7b7-5439-404a-9cd6-70f0e4c4a9f7,Membro
241,78d3eded-519a-401f-a629-87d07fc900ea,f984f1f4-4672-45dd-9461-8e519b5717c1,,60,Membro
242,44170195-9500-4744-88e4-88540ed658dc,f984f1f4-4672-45dd-9461-8e519b5717c1,,139,Membro
243,de3b8a1d-ad9b-4a27-a3ec-cab32ba94e4c,f984f1f4-4672-45dd-9461-8e519b5717c1,,125,Membro
244,5194375a-9490-4f49-bde4-a123355ca4be,59da2aee-ae25-4073-b712-eef163bafb00,,95,Diretor
245,01eef059-6c7d-4ae3-a3c0-2c222a660fdc,59da2aee-ae25-4073-b712-eef163bafb00,,138,Líder
246,73e8fd71-e7f8-4d1b-99cb-e330ff1f40ac,59da2aee-ae25-4073-b712-eef163bafb00,,130,Membro
247,a64a8165-682f-4ce3-90a7-82c71e06c812,59da2aee-ae25-4073-b712-eef163bafb00,,4bd02ddf-0996-474e-905d-cda0ab6711e8,Membro
248,925bf477-a5ac-492a-98c7-49b758600bf1,59da2aee-ae25-4073-b712-eef163bafb00,,f2b9fc4f-308c-46fc-82df-93a8fb243862,Membro
249,635499d8-e4b9-4ac2-a41a-2f32fe300a0e,59da2aee-ae25-4073-b712-eef163bafb00,,534bc9b6-a84b-4fe9-ab18-8de66f8764d5,Membro
250,b14f442e-40e9-4b5c-90c6-6aa81382d68a,59da2aee-ae25-4073-b712-eef163bafb00,,7afcb237-44dc-4c88-9ce3-a947957a3cdd,Membro
251,1ecfd5c4-5151-4175-8c8a-593e778ce697,12357743-11d1-4ce7-91cf-305a82a33e41,,56,Diretor
252,61202934-3b5a-4525-abfe-400d28bd5d03,12357743-11d1-4ce7-91cf-305a82a33e41,,82,Líder
253,7655f8cd-6d57-46ec-b3db-cd66dd6406b1,12357743-11d1-4ce7-91cf-305a82a33e41,,c1c7e7ee-21d9-437d-a2c0-3aca277184ba,Membro
254,0970d07b-581d-4c5c-87eb-e165618c01fb,12357743-11d1-4ce7-91cf-305a82a33e41,,7c341fd2-d0a3-41b5-8725-c0f8f13c757a,Membro
255,420b2e7b-a4bb-4be6-8904-7294c9a3908e,12357743-11d1-4ce7-91cf-305a82a33e41,,60ed8548-616b-407e-96b4-b78ad87504ee,Membro
256,9a6d6abb-57e3-4951-ac1f-c6e4f04ffadf,12357743-11d1-4ce7-91cf-305a82a33e41,,132,Membro
257,bbf98a61-2b75-4dd4-9b86-f2878953321f,86ebaff2-6a8c-44a3-817d-0b9294c983af,,145,Membro
258,611e1b5d-affd-4d2e-8115-bcc366aa5940,a1a7a45a-8274-4c3c-bcbf-0efe3a75ac9a,,77,Membro
259,afc8a25e-abec-4be4-9614-f74510221a2b,a1a7a45a-8274-4c3c-bcbf-0efe3a75ac9a,,122,Membro
260,b73279cb-a836-4068-b6c4-d9dd4abac7d8,a1a7a45a-8274-4c3c-bcbf-0efe3a75ac9a,,106,Membro
261,549218e9-c0c1-4e01-8c17-19962de84021,a1a7a45a-8274-4c3c-bcbf-0efe3a75ac9a,,69,Membro
262,055270d1-6dd5-4b7c-8e04-916bc4357516,a1a7a45a-8274-4c3c-bcbf-0efe3a75ac9a,,61,Membro
263,255d0373-dfd7-479e-a721-1f7640aca54e,3453d9ef-a333-4a0d-a487-75ddcba7f2de,,26c958d1-24d1-47cf-8b06-0b32ce479f35,Membro
264,84c5a7c3-2725-4859-8da3-8ae54625287f,7815cc8e-a060-4386-a579-94689b3f3a98,,98,Diretor
265,b2485a1c-a970-4407-98e0-6ca098232bbd,7815cc8e-a060-4386-a579-94689b3f3a98,,142,Líder
266,031dc650-0f72-4d78-996d-cf18619dff2f,7815cc8e-a060-4386-a579-94689b3f3a98,,133,Membro
267,73a95cc0-5507-4202-9342-959884a973ca,7815cc8e-a060-4386-a579-94689b3f3a98,,144,Membro
268,c26af92e-85fd-4fca-88ae-0669b9ad6684,7815cc8e-a060-4386-a579-94689b3f3a98,,140,Membro
269,b3c8105e-faa0-4571-8889-c5f021abcd18,7815cc8e-a060-4386-a579-94689b3f3a98,,66,Membro
270,5de68d3c-0a39-48fe-8c10-3c12adef06bd,31566386-0cb9-4e60-ad1c-9e2601112a43,,47,Diretor
271,94300ccd-be0e-41a7-90bd-e49e405fb113,31566386-0cb9-4e60-ad1c-9e2601112a43,,74,Líder
272,9989cbd8-a854-4057-8f22-f23418dc9532,31566386-0cb9-4e60-ad1c-9e2601112a43,,134,Membro
273,f6c03900-c6cb-4b1c-89a2-00f2a9017a5f,31566386-0cb9-4e60-ad1c-9e2601112a43,,112,Membro
274,d2273d6a-2c8b-4d52-a07b-4ffcced546f4,31566386-0cb9-4e60-ad1c-9e2601112a43,,eb9f3df4-c432-4b38-9f89-7f407b2c0d68,Membro
275,d56d20f1-c1c3-4781-b621-d400e0bef3c4,31566386-0cb9-4e60-ad1c-9e2601112a43,,146,Membro
